"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"497097",126.481585433975,1.2063437376379,0.685995906282958,1.75852906203832,0.0786575311315084,0.212247902857878
"19888",1.95697709143844,-2.51781721497478,1.62240126448589,-1.55190782335382,0.120684280717716,NA
"20671",50.5979096011351,-0.323267218834745,0.414643651518466,-0.779626596599052,0.435610696174828,0.63803724654141
"27395",358.719720532762,0.243487167833164,0.156913617226334,1.55172745448826,0.120727450625101,0.282919083886469
"18777",744.356910502922,0.300004485728511,0.164146872281853,1.82765886159183,0.0676007658407047,0.1901124666227
"21399",1097.91010559132,-0.217482279706407,0.0800479568890353,-2.71689982053991,0.00658965501041912,0.0344331739662477
"58175",45.8664687128132,-1.70310097764562,0.567030445674806,-3.00354414941301,0.00266854827756448,0.0169480249299226
"108664",1257.00000419197,0.274573937568583,0.10654337738941,2.57710938301712,0.00996304173387778,0.0467058819031042
"12421",1198.4460139211,0.304121303641548,0.200652254304824,1.51566352790404,0.129604454437747,0.297025506062713
"319263",1468.98844156475,0.91829241360584,0.178404775113038,5.14724122728221,2.64345297044463e-07,8.15056669961594e-06
"59014",1055.15053367533,-0.918297067623649,0.197195137437938,-4.65679366922858,3.21172032773913e-06,6.82902586332417e-05
"76187",118.35809812309,0.988800361048648,0.526405287009096,1.87840127265204,0.060326291562935,0.175529836014099
"72481",17.0215197989908,0.556205841182914,0.589474040045186,0.943562910998215,0.345393052717731,0.554044242528706
"76982",21.4114875344842,1.66308586479982,0.530827785268989,3.13300454677044,0.00173026761828779,0.0120276254366167
"17864",253.645467880723,-0.173165166965316,0.270159928329607,-0.640972804649425,0.521540352159149,0.709133732891608
"70675",1093.34176020649,-0.308347684602869,0.203346757420935,-1.51636391213546,0.129427358968627,0.296739730299326
"73331",1.10670834315778,0.358357954970642,1.42176136031145,0.252052112945411,0.801000783462871,NA
"170755",138.093500802795,0.596019933042878,0.258051338006943,2.30969518564109,0.0209050355445143,0.0808642187763553
"620986",60.817983688654,-0.0178796785344483,0.261948320406346,-0.0682565114626908,0.945581442175733,0.973015331382407
