"","MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1","MCL1-DH_BC2CTUACXX_CAGATC_L002_R1","MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1","MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1","MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1","MCL1-DL_BC2CTUACXX_ATCACG_L002_R1","MCL1-LA_BC2CTUACXX_GATCAG_L001_R1","MCL1-LB_BC2CTUACXX_TGACCA_L001_R1","MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1","MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1","MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1","MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1"
"320705",3.2590552399614,3.45679583264385,3.06211459413567,3.09468889387512,3.54725244914761,2.51756139244616,3.96236576032614,3.64407383743763,3.52511109612823,4.59964146713246,4.20564617060129,4.58359578436532
"13518",14.5527457695707,14.9169811490652,13.7688341493795,14.6403800886034,15.8061643208461,15.4771633775001,12.4600787034781,12.3147698840703,12.0369210031038,12.4986439577866,12.6192031251585,12.5720874412884
"69668",7.67643309931529,7.58707709409375,7.71598796847195,7.10335770571928,6.67833253278273,6.77898007779943,7.65524630526508,7.8045517932734,7.83576721077385,7.6086333606341,7.7357037303837,8.1048112587237
"27993",9.26670415656695,9.20151791148263,9.06059810360708,8.81278640473109,8.39636087722247,8.55148570008148,9.58333251588319,9.39636622275501,9.8766797360154,9.7152054970843,9.58147724694237,9.67756715051217
"52318",7.83636900787014,7.73638468777401,7.54781313271823,7.2159508251892,6.73454579454864,6.83213752264289,8.2395820490368,8.06424205760075,7.56719286973391,7.46483644007211,7.24462381813582,7.32725984863954
"19253",5.55740374923012,5.78845192276831,5.99488068121768,5.76807627236079,4.66530607277082,4.61487209441209,9.76242323462349,9.96473243371876,10.2252140918279,10.5412733506963,10.7651275407151,11.0136894133923
"21756",3.04472903399899,3.06614493427131,3.28323786021161,3.32847869757394,3.36406419221135,3.36950865001622,2.51756139244616,2.51756139244616,2.51756139244616,2.51756139244616,2.51756139244616,2.51756139244616
"226970",7.23999781640584,7.66067806509598,7.77158968462278,7.39398891665131,7.24038938908475,7.38781135211344,6.0344145727313,5.87364335805361,5.6873667387408,5.84981943612655,4.79835929335353,4.03554468571179
"214469",12.1897332428003,12.2106918146485,12.405294472365,12.4007939254443,12.3573394461333,12.2438113417133,11.6863262752721,11.7738016656687,11.9575643468903,11.891886319913,11.6015945806255,11.5474333539821
"226971",8.6022968646794,8.90125536537196,8.40907083674541,8.43708987751265,8.36562642408697,8.16378935526911,10.1024785934979,10.0501662223794,8.36757546170292,8.71971380083846,8.88033645746988,8.78237104863094
"50785",11.6981135784124,11.6580917066236,11.583295272761,11.7442602486074,11.1186885191644,10.8756539563255,11.4558113755814,11.4433424310671,12.3035675515424,12.3529118019012,11.852968584114,11.8348712748109
"320011",11.1536616106184,10.966935544469,10.8487439796912,10.9466269722614,10.9587858283623,11.0438144429058,11.063775530832,10.9575433096103,11.5679469563955,11.349759654713,12.133296080132,12.1936894896336
"214854",7.4006321366718,8.00947020894009,5.97592712640911,5.22913365066579,5.79416300783861,5.22090530200982,5.98154815608166,6.10851578306564,4.01935645264609,3.99291303335497,5.13301760587975,5.19396690100197
"214855",13.8727087602795,13.5414699788748,12.4944758535239,12.6616250056221,13.4289752051603,13.4245765718567,11.5800847528565,11.4886637405094,10.6006404498928,10.5082408315414,11.4994672493628,11.5968009510377
"226976",10.8245888910484,10.9165386873254,10.8370717784318,10.8827834366443,10.9850139429361,10.8756539563255,10.7889863886147,10.7778975464658,10.7902681326345,10.8279063372388,10.5112313730138,10.5470782953493
"214895",8.20491144078006,7.97623343460663,8.00288638757133,7.90542900746249,8.17112935671575,8.08949324538506,9.11427232710006,9.18687597107549,8.47762868095361,8.40925276374406,9.49988482166365,9.39825257868601
"94220",10.2687759019894,10.1676874443571,9.70617060539592,9.36540824514107,9.40686146751733,9.33433975650293,9.091762736353,9.11607162019808,8.4378409885203,7.91884999695029,8.99397350415099,9.15625421977244
"94218",8.31060096725471,7.88195328645059,6.75137317820664,6.94895550299156,6.82791114677909,7.5628639093394,8.70093092393971,8.42962866039397,8.32021404587971,8.09000779411792,9.15811669573005,9.27020002883232
"78321",6.78282201430555,6.63092207634929,6.44337570834655,6.76362413821211,6.93966623795764,7.06080600299322,6.90188300759973,7.32502308929179,6.79448687895794,6.839672447438,7.61162220581325,7.83528564403089
"109346",6.4142303697988,6.58111033185107,6.91861694276621,6.84766438871744,6.78863887005899,7.01559709508063,6.91128272091728,7.03253249340543,6.83189287875198,6.71035592295977,7.50403529086471,7.82426666311412
"20353",12.4102555288778,12.0982856621806,12.0806663313334,12.0073393259735,11.3448117839007,11.2881019925914,12.32186947397,12.111645273856,11.129969420758,11.1299213263402,10.7549060075765,10.4375289642265
"381337",4.37093270346477,3.82429276231032,4.59261535632859,4.64377732627095,4.83600209174127,4.54921892100329,5.2434884433042,5.42647243946095,6.63427273709608,5.82205827596261,4.0429908622601,3.61452447214535
"12859",8.99664858050641,8.96554987881334,9.36874706638875,9.52304106975592,8.94892031663896,8.93152355677586,9.40892087490121,9.28356695015359,9.80030781249842,9.62861214254199,10.0464725841365,10.0852783189973
"226977",11.0369507085263,11.0616058215437,11.0548217650155,11.2016859123354,11.297923574608,11.1810552608118,10.5923961706257,10.6901910313445,11.0103144230286,10.9716386443481,11.1675581281133,11.1544304999184
"71166",3.95653171607776,4.09368605446253,4.29968106075872,4.16888058360349,3.82959810910158,3.55378811570853,3.42473909966792,3.24067564193574,3.10705498254269,3.14158569901462,3.30644028790486,3.30234070334364
"22637",3.04472903399899,4.70698127295093,4.36402076681357,4.24899522563614,3.36406419221135,3.7060837098493,3.0470161811864,3.53003225992228,2.51756139244616,2.51756139244616,3.30644028790486,2.51756139244616
"56030",11.1359280329802,11.1203494788228,11.1108273120377,11.2662043988418,11.4927996938114,11.4415204106762,10.5517464618665,10.6708217052662,10.9564345141931,10.8854696806045,10.7193005201176,10.6934490029022
"70853",4.37093270346477,3.92166131529958,3.28323786021161,3.98995959832973,3.94582507843644,4.06013049491089,3.26223799434538,3.03152730421142,3.3456291783235,2.51756139244616,2.51756139244616,2.51756139244616
"12790",3.55525780357778,4.55226367762463,3.45004754270035,3.50449677562882,3.94582507843644,3.55378811570853,2.51756139244616,3.39873080477248,2.51756139244616,2.51756139244616,2.51756139244616,2.51756139244616
"269180",9.10797854778938,8.93869731110153,9.04715096073444,8.9971448630098,9.80061179569948,9.74359063856242,8.08235158701374,8.19659724296124,8.33761691656045,8.55831706500708,7.88251680189231,7.8996865292115
